--- scanner 0 ---
-466,435,628
-446,-345,651
-692,364,-776
498,444,-360
440,-740,597
436,339,-334
578,-301,-422
433,-368,-509
123,33,-88
524,-592,534
-502,-536,630
-53,-30,34
668,826,560
437,-705,577
-515,-495,588
-409,501,533
-372,374,499
-739,332,-649
448,865,558
-720,-749,-535
576,-416,-488
628,852,621

--- scanner 6 ---
136,22,-11
-662,-494,-732
-741,-592,-620
734,427,638
396,-701,901
-583,268,700
829,-403,-443
520,-844,915
-499,540,-460
-411,-885,636
-693,281,610
-784,-421,-646
-531,499,-333
822,-652,-414
-13,-81,104
659,472,615
-612,259,537
-523,-820,534
-343,504,-418
811,603,-626
762,553,-536
747,385,506
-454,-859,636
476,-696,948
802,-470,-462
814,478,-498

--- scanner 7 ---
890,-478,-465
-569,-530,-481
-444,-658,-484
-665,-316,393
463,707,696
845,769,-393
734,-474,-368
-662,474,-548
24,85,54
600,-561,345
-750,851,398
-651,713,434
-604,-455,381
639,-698,279
977,703,-355
177,-18,1
-657,-407,279
589,677,705
689,-636,440
770,-421,-504
-575,583,-636
-494,-568,-533
734,732,-360
598,657,797
-682,792,550
-620,606,-561

--- scanner 8 ---
677,628,-583
-676,509,-436
559,728,-523
-537,800,357
362,-877,325
-170,-111,82
-600,381,-441
-798,-824,-430
246,-733,-520
651,563,-520
-13,-179,-70
358,382,720
18,-1,97
301,320,893
-626,647,355
309,-881,-601
-764,-483,731
-829,-484,872
340,-779,412
278,-880,-477
-792,-867,-323
-710,-461,767
359,-847,447
-562,557,-513
366,292,772
-518,784,320
-662,-931,-420

--- scanner 9 ---
-777,-499,370
494,537,-581
-717,-572,-674
-510,718,-401
594,-732,341
792,-581,-474
481,516,706
820,-786,-421
449,501,-632
-662,-492,369
-692,-642,374
-389,548,585
501,442,702
-802,-541,-778
-395,551,668
548,508,551
-54,-3,40
-697,728,-390
768,-658,360
-589,805,-310
693,-806,343
880,-694,-538
403,457,-514
-336,570,755
-801,-545,-771

--- scanner 10 ---
-649,442,715
567,-665,-472
-706,-449,-426
808,366,691
685,785,-514
-402,-528,598
769,586,689
-775,799,-498
770,789,-657
655,790,-664
-552,-597,661
-650,-438,-368
-623,-524,-288
562,-719,-546
795,546,628
317,-454,750
-762,355,672
-601,818,-424
621,-595,-434
-593,-584,619
-700,816,-350
444,-491,716
-29,-109,49
-797,358,652
378,-548,621

--- scanner 11 ---
-317,-591,596
505,-474,-354
731,-528,408
-330,367,-240
535,548,868
-663,-618,-575
533,-679,-407
-515,-563,-520
-584,543,519
861,771,-708
557,-602,427
-557,611,586
60,30,2
445,-566,-471
885,750,-731
-410,336,-315
632,-454,410
-615,-515,-532
-569,715,429
-340,290,-442
823,632,-662
113,-150,156
-371,-642,767
683,611,784
-315,-543,624
570,568,871

--- scanner 12 ---
-553,645,-470
-615,714,505
658,-533,446
-613,-401,-520
-566,-503,-533
-54,104,94
-529,-349,-531
103,-26,15
675,674,-540
-642,811,421
412,741,805
475,-668,-670
453,690,832
-536,639,-582
-688,-330,445
802,642,-581
-695,-329,560
-521,559,-412
519,-744,-557
-646,818,420
461,-676,-725
382,535,803
717,830,-576
660,-753,407
-545,-334,530
597,-573,420

--- scanner 13 ---
-450,748,399
-816,608,-562
750,836,-599
-546,-543,414
480,-558,712
-646,-621,338
424,-740,-376
462,-694,-515
-512,-513,327
476,-492,668
378,843,507
715,839,-579
422,-515,710
-457,-666,-808
-855,828,-560
426,700,486
602,752,-536
-430,-615,-767
-459,-460,-838
26,45,60
311,698,420
400,-763,-397
-329,840,332
-842,648,-623
-434,778,358

--- scanner 14 ---
724,502,-441
-399,864,-710
-45,59,38
-678,691,361
532,-775,410
122,-54,-71
-480,886,-783
-507,-685,-908
850,475,-382
-572,666,442
-599,723,352
674,-796,495
675,397,-377
784,-763,-877
846,-868,-903
-537,-651,-821
-509,877,-620
754,-747,-836
-402,-347,758
-615,-551,-897
758,552,704
-467,-488,759
-521,-452,781
506,-825,399
586,548,766
583,588,704

--- scanner 15 ---
-573,-924,-460
556,772,675
-5,-136,8
-682,-424,700
-723,635,-685
695,479,-668
611,-681,-940
-732,494,279
-748,-919,-538
639,-480,588
582,-518,-949
-744,-398,805
762,742,677
-652,-465,684
-647,679,-798
663,352,-709
-512,496,318
717,-404,488
711,701,704
609,-393,622
501,-591,-927
42,28,-83
-552,557,292
851,437,-704
-655,693,-853
-622,-860,-565

--- scanner 16 ---
-468,-389,-584
349,-444,666
-694,587,-565
-679,594,-552
-885,782,652
-570,-324,-696
798,-715,-445
-570,-350,-653
483,511,-647
-778,495,-649
408,-444,738
-798,722,585
13,-46,-19
399,497,438
712,-788,-323
491,363,-506
438,442,441
-83,141,-51
686,-617,-366
576,472,-491
-610,-796,542
-911,717,516
-557,-651,469
463,-414,572
502,425,407
-580,-554,561

--- scanner 17 ---
-682,675,708
-355,651,-360
825,-800,-528
-382,702,-319
475,799,-730
-657,-373,638
728,-342,474
-384,496,-289
114,96,174
-627,-368,788
855,422,494
827,475,699
629,-340,548
915,539,586
537,730,-612
-741,-572,-565
803,-359,622
677,-716,-591
41,25,-5
-767,-612,-504
-780,-792,-567
-766,772,735
-767,779,739
499,776,-751
790,-803,-548
-742,-369,781

--- scanner 18 ---
-537,644,437
-25,-47,89
-397,798,-434
458,685,564
132,84,123
-635,-672,-485
667,731,-678
752,-806,524
792,-417,-514
-452,675,-515
-498,716,-495
-734,-732,-372
-406,-366,637
-725,-722,-496
685,-715,604
634,-760,568
679,631,-630
-693,694,395
845,-389,-719
-673,584,403
624,779,-575
602,617,508
728,-329,-627
-316,-379,552
544,611,484
-447,-353,498

--- scanner 19 ---
389,-865,697
-671,657,367
603,682,-635
-550,847,-357
-372,-637,-487
-553,-734,650
607,753,-476
523,-668,-341
432,-758,703
376,-711,-373
692,550,548
60,5,57
753,682,-496
-668,779,438
-628,827,-479
733,552,545
-691,752,491
375,-587,-404
-430,-708,-565
-511,-788,627
721,383,610
-20,76,-106
-585,849,-374
-334,-693,-573
-509,-730,584
325,-768,567
-109,-98,-33

--- scanner 20 ---
-738,-816,-771
478,-830,246
428,-713,300
0,-129,-177
618,342,-454
-605,517,325
-948,-461,750
550,-779,-720
-660,-838,-641
-905,-454,558
726,437,374
639,485,-502
767,407,358
592,-811,-835
-520,659,346
351,-783,278
-409,740,-473
-936,-522,597
523,-825,-783
-816,-755,-690
705,487,-387
-118,-14,-102
-378,709,-600
793,345,253
-466,775,-568
-509,685,296

--- scanner 21 ---
418,411,-444
809,-443,-569
850,-470,-518
-608,-331,854
880,-472,-724
451,632,587
569,-574,841
-668,409,-669
-670,467,-626
476,670,459
516,-538,705
557,449,-490
-372,-559,-641
-749,489,523
439,387,-421
-25,26,-6
-285,-525,-671
-674,-463,816
-637,-574,849
-626,463,-692
-807,560,445
632,660,561
-296,-659,-563
573,-418,744
-845,504,531

--- scanner 22 ---
916,-479,696
-392,-582,593
955,645,-603
-487,538,438
-554,404,-545
-506,565,543
-279,-957,-539
12,-82,-130
-350,-856,-417
784,659,519
-336,-802,-619
-606,416,-470
823,-491,-466
858,712,556
-264,-510,653
838,694,-525
148,5,-10
703,-507,-515
629,-576,-482
-500,592,546
749,675,-617
918,-468,642
933,613,440
-614,590,-541
-296,-526,522
769,-562,683

--- scanner 23 ---
-382,299,689
683,510,656
771,-463,395
857,-809,-675
-663,-776,792
842,-362,517
-682,-667,-332
-851,691,-740
-486,-718,848
-732,763,-837
-774,-742,-313
-690,733,-783
805,592,-353
717,600,-312
701,698,670
657,636,-291
825,-793,-544
-527,-813,875
729,-737,-615
-635,-816,-380
45,16,-28
785,-517,597
-537,264,613
-411,388,569
686,516,767

--- scanner 24 ---
446,765,513
-915,-737,-690
-643,827,825
232,764,500
7,27,-61
518,-716,-584
312,669,520
410,458,-537
524,-689,-587
420,-935,578
-900,344,-488
-876,-865,458
-751,438,-447
-671,791,840
-840,-836,-574
505,-662,-692
-874,-930,498
-87,-107,97
-766,-783,-611
-835,-944,446
409,-835,581
-898,355,-434
424,-846,426
282,386,-477
314,402,-608
-572,660,774

--- scanner 25 ---
-386,-700,-598
-91,-61,-71
-629,-712,320
499,-963,577
-574,273,-811
-673,662,426
531,-941,-466
-572,313,-804
606,479,-464
22,-171,9
-403,-563,-553
740,546,519
-675,659,491
-493,384,-754
-406,-467,-573
554,606,515
552,492,-572
579,498,-569
-713,-709,477
432,-866,-582
-634,695,415
469,-757,591
728,598,444
450,-846,499
-711,-735,322
485,-792,-545

--- scanner 26 ---
-688,-775,784
-579,645,-611
547,-496,-497
-603,-631,-393
-840,934,465
-660,-820,802
-78,61,-70
-487,742,-634
34,120,123
678,415,-621
631,-404,-413
-644,-757,703
731,644,376
754,569,426
-560,887,-581
-778,803,372
534,-503,-512
557,-720,683
671,-757,698
-813,852,447
594,-669,754
566,480,-723
-670,-691,-306
635,441,-621
-534,-626,-280
745,679,333

--- scanner 27 ---
-687,628,604
358,-792,-853
882,-517,688
-505,-854,511
-528,-881,458
-824,535,-467
-643,632,670
-611,-951,-354
-8,-94,99
-568,-929,-459
382,-741,-729
615,435,-583
401,684,422
-646,-949,-337
422,708,399
-862,591,-553
-525,-759,387
-65,-180,-82
459,425,-481
540,646,468
836,-587,815
434,463,-609
458,-760,-726
-685,686,647
-766,606,-545
805,-507,890
99,-43,-96

--- scanner 28 ---
-470,-562,-553
778,-836,683
16,74,77
279,-677,-286
-889,642,-545
673,-814,640
-536,453,816
549,550,-543
-846,715,-624
-590,-696,745
-407,-585,-424
665,650,896
795,-834,718
651,540,-387
-93,-49,-40
-441,-655,839
-443,-709,828
523,578,-362
-656,502,800
-602,-617,-458
403,-626,-310
579,706,934
406,-645,-386
587,721,838
-954,710,-482
-730,469,731

--- scanner 29 ---
682,-500,-859
-127,75,-93
444,875,-856
-841,515,-464
669,600,466
846,-713,279
-772,560,624
654,879,-827
681,449,364
-566,-834,-539
640,-633,-760
-920,568,483
-501,-808,-675
-561,-721,-608
-689,-602,529
-858,579,-430
-788,-701,626
-696,-617,542
509,737,-826
519,478,463
755,-514,-748
857,-788,428
-786,476,-461
808,-656,414
-811,653,468
56,121,-20

--- scanner 30 ---
-370,651,769
-283,-615,-605
780,481,492
398,451,-581
577,-457,715
-763,569,-848
-17,-49,80
543,378,-528
750,575,378
-538,719,711
750,647,437
-685,744,-843
-274,-586,-442
-658,618,-784
640,470,-551
406,-414,741
-555,-699,555
870,-787,-541
-514,-667,428
805,-675,-439
-425,643,755
479,-536,827
844,-744,-541
-296,-505,-515
-519,-855,513

--- scanner 31 ---
-730,-633,447
646,395,446
-462,490,469
-715,-625,351
825,-841,567
62,102,-16
-659,-711,389
444,380,-635
-521,475,-716
805,-719,645
-478,684,554
687,544,540
700,397,457
560,455,-734
731,-722,-590
523,529,-681
-613,564,-697
-511,610,485
827,-824,602
-690,-857,-506
-609,-794,-358
-733,-825,-359
660,-563,-586
660,-702,-736
-93,45,124
-599,358,-667

--- scanner 32 ---
-807,622,604
465,755,-618
-775,-454,-597
506,-759,843
486,367,835
292,-700,-883
-827,-852,479
466,654,-471
471,539,745
-951,643,-590
498,471,678
-859,-772,371
269,-786,816
-798,-783,307
-650,-529,-609
449,780,-458
-853,593,-508
-757,607,523
-688,566,526
-613,-542,-551
-147,-1,-54
-891,625,-488
395,-701,-825
29,-135,66
405,-878,775
404,-665,-740

--- scanner 33 ---
432,936,-473
-946,-683,-533
-721,786,746
495,871,-541
-747,-274,358
-984,-597,-477
377,-423,565
592,521,646
-166,77,109
434,-384,445
-26,-28,-18
-781,712,-714
-776,-279,601
-701,878,737
493,-567,-633
-850,638,-681
574,828,-468
-866,518,-730
-888,-605,-462
654,360,696
517,426,735
-751,777,872
430,-287,601
312,-541,-605
-813,-312,490
337,-669,-643

--- scanner 34 ---
-17,26,119
-660,410,-488
769,-474,513
769,-624,652
-518,657,789
-778,-838,-680
647,453,-501
-578,757,671
729,526,-531
-681,-902,-550
-624,-851,390
-500,-852,421
607,459,-481
-665,538,-564
772,462,751
-588,586,-450
470,-506,-593
-581,-704,358
870,370,792
792,362,891
-671,-795,-686
110,-85,-11
639,-494,-528
840,-620,493
-581,592,763
637,-535,-531

--- scanner 35 ---
-465,821,-713
408,786,256
-534,-383,679
478,913,302
84,165,-83
731,653,-652
-720,-606,-742
-770,-696,-731
-780,-705,-855
-572,-511,704
-437,874,-508
651,-628,680
-817,497,716
668,-469,-732
-67,96,4
-544,-485,523
-755,566,598
627,-423,-712
683,696,-549
398,988,333
683,-755,780
632,-631,756
-377,757,-600
583,708,-597
750,-368,-793
-793,520,737

--- scanner 36 ---
624,-588,-710
-544,823,-730
-506,761,-636
773,390,703
-557,893,451
-86,-3,-147
-78,148,10
-560,822,329
665,-591,-779
804,465,623
-725,-807,-820
-714,-743,-881
759,814,-783
-500,783,-869
-701,-271,484
79,32,-21
850,592,693
425,-279,464
701,625,-827
-537,769,356
529,-436,476
597,-369,449
-794,-635,-849
-728,-298,247
680,-510,-829
-820,-339,383
648,770,-815

--- scanner 37 ---
800,604,-650
604,-466,-543
-297,653,-630
-492,-582,-424
-483,-415,-456
-657,488,837
772,-419,833
720,-407,758
445,954,764
-583,-678,686
-672,-697,778
-537,504,788
780,-593,762
-389,633,-639
150,-38,-15
-418,-518,-329
14,99,83
516,853,886
769,515,-828
675,498,-667
-463,573,821
-789,-648,700
706,-642,-564
502,799,684
-398,603,-765
578,-605,-435

--- scanner 38 ---
23,-56,75
-463,657,-620
-870,-811,665
-579,-732,-577
-591,662,-544
785,775,-428
-95,-153,-19
-868,-970,698
861,723,462
804,628,427
-469,410,698
-861,-895,790
-639,585,-658
-464,399,717
892,596,493
482,-640,-577
-512,-610,-627
685,-652,779
453,-473,-515
-506,-650,-607
742,668,-422
670,-640,560
701,-703,723
849,678,-558
-354,346,690
441,-642,-580

--- scanner 39 ---
-579,703,483
454,-640,-289
485,-556,790
470,-738,693
366,-632,-330
-420,-573,656
-719,717,-682
-773,788,467
314,769,-652
346,753,-521
-839,-581,-548
-868,811,-641
-355,-510,724
442,697,-592
-463,-652,729
-707,-486,-603
329,322,540
11,-48,17
-121,111,109
400,423,418
514,-676,-268
386,477,620
-866,800,-695
488,-550,679
-653,772,516
-902,-452,-571
